Label,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.444,565.000,554.444,571.750,564.222,568.083,565.250,559.556,559.000,573.250,563.333,557.667,603.500,560.750,558.000,549.000,579.250,564.750,565.333,560.750,560.111,555.500,563.000,563.750,557.750,564.333,542.250,553.778,557.222,556.750,560.250,517,561.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,575.778,556.750,587.556,574.250,584.333,580.833,579.500,582.000,583.500,573.000,576.667,587.333,622.500,583.250,587.750,582.500,589.750,576.500,586.444,567.000,579.667,560.250,572.500,572.250,584.250,572.889,562.750,579.222,562.667,564.250,587.250,586,580.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,569.889,557.750,576.111,561.500,569.222,563.417,575.250,569.222,558.250,574.250,567.222,558.222,589.000,571.750,572.750,566.500,563.500,556.000,566.889,565.000,563.667,557.750,548.250,564.000,561.000,573.889,570.250,557.889,556.222,568.250,552.750,544,567.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,575.778,585.750,576.333,591.250,588.000,585.667,569.250,573.444,579.250,579.250,573.111,570.333,611.250,582.500,590.250,578.250,576.250,607.250,581.889,574.500,586.222,568.000,548.000,563.500,579.250,586.444,580.500,575.444,578.000,571.000,583.250,582,574.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,575.000,577.000,569.222,580.750,575.556,565.667,572.750,557.556,576.250,568.750,559.444,554.000,585.000,563.750,567.500,566.500,563.000,583.250,571.111,567.500,570.778,576.750,565.500,563.250,562.000,566.667,559.750,563.333,576.889,552.500,588.000,580,562.619
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,572.111,563.500,570.889,567.500,563.111,578.667,574.500,577.000,562.000,565.000,564.000,575.222,603.250,586.250,585.500,555.000,584.750,574.000,574.667,578.000,575.333,567.250,552.750,572.000,564.000,570.111,550.500,572.333,568.444,566.500,588.000,605,573.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,582.333,574.000,572.556,566.000,570.778,577.750,575.000,579.000,581.250,576.250,576.444,580.889,604.750,570.750,568.250,581.500,589.250,576.500,582.333,566.500,568.778,562.000,574.000,565.000,563.750,570.222,565.250,565.444,568.111,577.500,591.500,576,562.952
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,569.778,548.250,571.000,566.750,580.000,563.750,561.750,565.667,568.000,577.000,564.333,559.000,601.000,574.250,560.750,543.750,585.250,552.750,570.778,566.750,563.444,570.250,546.000,571.000,555.500,569.778,554.500,555.333,548.111,580.250,572.750,586,562.190
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,587.556,565.500,583.556,594.500,576.111,581.583,599.750,575.889,579.250,569.250,570.778,574.222,605.250,595.250,568.500,580.250,591.000,575.000,580.000,562.750,578.222,574.750,574.500,577.500,578.250,579.667,566.500,582.667,558.333,548.750,588.000,560,576.000
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,563.111,544.000,565.778,559.500,566.556,562.583,568.000,553.889,552.250,563.000,555.667,562.667,609.750,563.250,553.500,554.250,577.000,554.500,553.444,564.500,560.000,566.250,548.250,559.500,562.000,555.000,549.500,558.667,550.333,567.250,555.000,576,555.238
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,593.778,567.500,563.778,587.750,585.444,590.667,599.750,580.667,591.000,593.750,585.333,568.778,634.500,570.000,589.250,567.250,584.750,588.250,601.667,583.750,583.667,585.000,571.750,569.250,592.250,589.222,550.000,579.889,563.111,553.250,592.000,566,580.238
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,569.556,545.500,570.444,568.750,573.444,563.500,561.750,569.222,571.000,569.000,561.889,562.556,589.500,567.000,564.500,560.250,559.750,566.750,558.889,574.500,569.111,573.250,545.000,557.750,556.750,565.444,548.750,557.333,560.778,560.500,564.250,553,566.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,585.444,585.500,576.778,586.250,575.778,580.833,589.250,575.111,574.250,578.500,577.556,577.778,613.000,571.000,580.750,575.750,593.000,577.000,587.889,580.750,577.778,580.000,564.500,561.250,588.000,569.889,592.000,573.000,569.222,570.750,585.000,569,579.619
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,581.333,555.750,564.889,577.250,567.111,572.333,570.000,560.111,579.000,557.250,557.444,561.556,580.500,567.500,558.750,572.250,586.500,584.750,565.667,560.000,563.222,564.750,555.750,554.500,566.000,567.778,558.500,569.333,558.111,564.750,565.000,589,564.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.111,579.000,576.556,578.750,588.889,566.667,597.500,578.778,575.750,570.000,570.889,578.889,627.750,591.250,589.750,568.250,573.250,580.750,581.667,584.250,581.889,562.250,566.250,588.000,590.250,575.556,563.750,572.556,569.667,566.500,584.250,559,577.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,569.444,556.250,564.889,590.000,573.889,578.833,571.000,562.000,571.000,587.750,561.000,558.333,604.500,595.500,579.000,565.750,584.250,571.250,587.444,560.250,567.444,557.500,542.250,559.000,576.250,567.444,561.250,568.333,569.556,572.500,578.250,583,568.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,557.556,562.750,563.444,575.750,567.889,580.000,576.000,564.444,574.000,575.750,573.667,562.444,618.000,587.250,579.000,561.750,568.250,568.500,575.111,574.000,570.222,576.250,563.250,570.000,564.750,567.778,561.500,563.333,555.667,548.000,562.750,586,566.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,578.444,571.750,570.444,579.750,562.667,581.667,570.500,572.778,579.250,570.250,570.556,578.444,628.250,575.500,580.250,578.000,574.750,570.250,579.222,567.750,572.556,581.750,570.000,568.500,570.250,580.889,549.000,571.556,565.444,581.000,571.000,545,572.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,572.000,545.500,565.667,568.250,568.556,567.000,584.000,559.889,562.500,556.500,554.667,568.778,584.500,571.250,561.750,553.500,572.750,571.750,571.111,582.500,560.889,569.250,548.000,555.750,561.750,563.667,570.750,561.889,555.778,547.500,571.500,549,565.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,585.222,557.250,573.444,585.500,571.333,581.333,598.250,569.667,582.750,567.000,573.222,567.000,621.750,582.500,591.250,560.500,588.500,590.250,574.556,578.000,569.556,574.500,566.500,573.000,567.500,581.556,568.000,576.778,565.444,591.500,581.000,559,581.000
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,562.444,564.500,564.333,558.500,561.111,566.000,565.000,561.333,570.750,548.000,565.778,560.667,587.000,552.750,564.750,560.000,552.750,549.250,565.778,563.000,554.444,549.500,541.750,539.750,552.250,550.333,552.000,557.667,555.111,565.750,582.500,537,566.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,591.444,569.750,583.222,578.000,586.111,589.250,584.750,572.667,576.750,572.500,562.667,573.556,626.250,600.000,580.750,551.500,589.500,592.000,583.111,578.750,584.556,584.000,568.750,578.500,579.750,588.889,579.750,570.778,571.778,585.250,577.750,576,579.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,560.333,548.750,567.556,563.750,562.889,563.667,570.500,562.556,571.500,554.250,557.889,565.000,606.000,561.750,562.500,555.750,585.000,574.500,571.000,574.750,562.111,575.500,557.000,576.000,557.500,561.000,556.250,556.000,553.222,567.250,586.500,558,560.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.444,556.500,581.444,580.750,582.000,580.583,565.000,580.222,575.000,572.750,567.778,576.556,628.750,579.250,579.500,578.000,579.500,582.000,573.889,565.750,574.333,589.000,575.250,577.250,572.250,571.667,573.500,552.444,560.000,555.250,578.000,582,572.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.111,557.750,564.667,565.500,578.333,574.583,563.500,561.111,586.750,583.750,554.556,574.889,594.500,566.250,580.750,581.750,563.750,567.250,565.333,565.000,563.111,558.750,550.000,574.000,559.750,564.778,555.250,568.222,565.333,567.500,572.500,568,565.000
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,571.778,568.750,576.667,574.000,573.222,573.167,566.750,560.333,563.000,574.750,575.778,561.111,595.500,580.500,561.750,566.750,562.750,580.250,577.333,563.750,561.778,590.250,571.500,578.000,582.000,558.444,561.500,564.111,566.000,560.750,576.000,584,562.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,567.444,558.250,576.222,575.750,573.111,572.833,573.500,574.000,580.000,577.750,576.444,572.222,609.500,584.000,573.500,568.500,573.000,563.500,569.000,560.750,569.667,567.500,549.250,556.750,578.000,571.222,565.250,559.111,555.111,556.000,558.250,582,570.381
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,567.556,555.000,565.667,563.750,572.889,575.833,571.000,559.667,554.250,581.000,558.889,569.889,601.750,564.250,561.500,568.250,561.250,572.250,558.778,543.750,556.556,550.500,555.750,550.500,568.000,566.778,556.500,561.556,557.000,563.500,577.500,569,560.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,575.111,564.500,584.000,573.250,580.111,589.750,569.750,579.556,571.250,582.500,573.667,575.778,636.000,565.000,579.500,569.000,576.500,564.750,586.889,570.250,573.111,575.250,577.250,577.000,583.500,577.111,566.500,556.667,572.111,595.000,595.500,570,580.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,567.889,569.250,555.778,563.500,562.000,574.083,560.500,563.000,548.500,564.500,564.556,551.111,606.000,557.250,577.500,553.500,561.750,583.500,564.000,549.500,563.444,556.000,559.000,543.500,569.500,558.556,551.000,549.222,564.000,564.000,556.250,552,561.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,592.556,583.000,582.111,583.750,584.444,583.167,598.500,572.889,574.250,587.500,588.000,577.222,661.750,586.500,592.250,562.500,576.000,578.500,581.667,596.000,582.000,595.000,554.250,577.250,572.750,578.556,577.750,569.333,588.111,578.750,584.250,575,581.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,567.444,546.750,567.111,562.250,562.444,569.333,569.750,563.333,573.000,580.500,555.333,555.444,609.250,558.000,549.750,560.000,572.250,584.750,567.667,576.000,564.778,567.250,567.250,564.250,564.000,561.667,566.000,563.222,559.000,536.750,576.750,552,568.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,581.556,582.000,594.333,567.000,580.222,584.000,590.750,576.000,576.000,563.000,569.667,573.222,658.500,562.500,572.750,578.750,592.750,582.000,588.222,565.000,582.556,564.500,570.000,565.250,574.750,582.111,569.250,569.778,578.444,569.500,580.250,546,573.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,575.111,571.250,565.000,562.750,567.556,577.250,572.500,569.111,558.000,557.750,563.667,557.333,600.500,557.000,575.250,568.250,568.500,568.250,579.000,554.250,570.778,551.250,567.000,557.500,560.000,560.778,548.000,563.778,559.889,557.000,589.750,573,564.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,559.222,560.750,569.333,569.250,564.111,570.500,560.000,573.889,564.000,575.000,578.000,564.778,620.250,567.500,582.250,561.750,568.000,580.250,561.000,578.250,574.889,571.250,552.750,565.250,568.750,561.778,564.500,562.667,566.000,574.500,598.500,570,571.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,561.111,550.500,569.111,574.000,570.000,586.750,581.750,558.333,566.500,570.250,569.000,563.778,611.000,588.750,563.250,591.750,571.750,564.500,565.222,555.750,568.222,576.000,552.250,572.250,576.250,570.444,568.250,559.333,560.333,555.000,583.750,573,563.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,576.333,564.500,569.889,570.500,564.778,562.583,583.500,577.444,565.750,558.500,569.889,563.111,597.500,555.500,583.500,553.250,565.500,598.250,580.667,557.750,576.444,571.000,553.250,558.000,565.500,551.889,554.250,568.667,554.889,555.750,552.500,567,559.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,578.556,558.500,575.000,576.000,567.889,577.167,583.250,580.778,580.000,580.500,573.778,584.000,631.250,576.750,572.750,557.500,578.750,583.000,580.111,576.750,571.778,580.000,575.250,582.000,591.750,587.778,579.250,574.889,558.444,578.500,578.750,583,583.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,571.111,546.750,563.556,571.250,569.222,566.250,563.250,557.556,568.500,577.000,563.667,550.556,583.500,574.000,560.250,558.750,564.000,566.250,570.333,571.500,563.556,563.250,546.000,554.500,560.000,576.333,560.250,571.333,550.333,566.250,556.750,558,559.286
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,584.111,574.500,575.222,567.750,584.889,580.500,589.250,570.889,591.500,589.000,570.556,569.667,601.250,574.000,578.250,572.500,554.000,572.000,584.222,579.750,576.667,568.250,566.750,562.750,604.750,566.333,578.250,564.778,568.444,573.500,578.750,594,571.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.556,561.000,565.111,559.250,567.000,565.083,569.500,555.667,568.250,559.750,567.333,576.889,613.250,570.000,564.750,572.500,549.500,566.750,561.667,565.250,563.889,565.750,557.500,558.250,558.250,564.333,562.750,554.222,558.222,561.500,570.000,574,559.952
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.667,581.750,575.000,597.000,583.333,574.833,574.250,569.444,578.000,596.500,581.444,574.000,606.500,582.000,566.750,570.500,580.750,569.500,580.222,579.000,585.000,594.750,567.500,589.750,600.250,580.444,575.500,575.222,567.778,559.250,590.250,543,578.190
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,557.889,558.500,571.111,560.000,567.889,575.333,570.750,563.556,580.500,571.250,569.444,567.444,588.750,568.500,579.750,567.500,559.500,561.000,569.889,577.250,564.889,567.500,573.250,561.500,555.000,561.778,552.000,562.222,561.111,555.000,575.250,544,562.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,584.222,556.750,580.444,576.500,567.889,564.917,579.750,571.444,583.500,566.250,572.556,562.222,600.000,573.750,575.250,561.750,584.250,568.750,574.333,568.000,566.778,573.500,552.500,552.500,559.250,577.556,561.500,586.111,563.111,569.500,578.500,613,576.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,562.444,554.500,564.889,563.250,574.111,570.167,577.000,576.556,556.250,571.750,557.222,568.222,596.500,576.750,574.250,561.500,579.000,563.250,567.778,567.250,570.556,556.750,561.000,572.750,576.750,576.111,547.000,559.556,550.556,546.750,585.750,527,567.238
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.889,550.000,577.556,575.750,573.444,575.417,569.250,553.667,572.500,581.000,580.111,568.889,597.750,563.500,563.500,575.250,569.500,562.750,582.444,569.000,573.000,570.500,573.750,569.750,590.500,565.444,559.500,566.333,553.333,557.250,571.500,561,567.952
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,572.667,569.500,561.667,564.250,574.111,574.417,567.500,581.889,567.000,564.250,573.667,573.000,600.750,576.500,584.500,545.250,560.750,574.750,573.667,573.750,574.444,590.750,549.250,573.000,578.250,571.778,570.750,566.222,570.444,599.250,585.500,588,579.619
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,563.333,539.250,568.667,576.250,562.444,561.083,567.500,564.778,560.500,584.750,550.889,565.222,576.000,559.500,566.750,573.250,574.000,579.750,562.778,565.000,560.889,565.500,561.500,553.500,567.500,565.222,562.500,556.000,548.111,565.250,569.750,551,560.381
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,594.222,570.000,587.556,586.750,578.889,587.250,581.500,571.444,567.750,592.250,577.556,594.556,626.750,580.000,595.250,577.250,590.750,585.250,583.667,578.250,571.444,584.000,582.500,583.000,577.750,568.667,589.250,580.778,575.222,570.500,578.000,581,583.000
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,554.222,552.000,555.111,558.750,569.111,569.833,564.750,563.778,559.750,556.000,550.556,556.778,600.750,553.750,568.000,555.250,561.250,553.000,562.333,564.000,561.222,573.500,554.750,554.750,546.500,564.111,548.750,563.333,550.778,571.750,557.750,566,565.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,574.000,569.750,574.556,583.250,582.111,594.167,589.250,570.556,592.000,573.750,584.000,577.111,600.750,588.250,574.000,586.250,582.500,582.750,583.222,582.250,581.444,574.500,561.750,595.000,578.250,572.444,555.750,572.000,569.778,579.000,605.750,602,571.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,571.889,542.750,562.333,558.000,560.667,565.167,564.750,565.667,559.500,576.750,557.444,563.444,582.500,563.750,566.500,547.000,558.000,564.500,571.889,557.750,559.444,560.250,545.500,564.000,556.750,560.111,528.750,554.333,553.444,547.000,571.000,619,560.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,576.889,561.500,575.000,600.500,586.778,574.000,576.250,573.000,581.500,591.250,569.778,566.556,624.250,579.750,588.250,565.250,575.500,579.500,577.889,560.750,567.222,573.250,561.750,569.750,586.000,569.556,568.250,584.889,557.889,581.750,586.500,598,575.619
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,556.222,573.500,570.333,566.500,573.222,565.833,576.000,565.000,568.250,556.250,580.667,559.889,598.000,563.250,575.250,562.750,567.250,578.000,571.889,568.000,567.444,575.250,576.500,561.750,569.000,563.889,562.500,557.333,564.889,571.000,584.250,580,560.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,578.556,548.750,565.444,564.000,565.222,567.250,583.000,568.222,550.500,571.750,565.556,565.000,626.750,568.500,571.500,571.750,584.500,577.000,572.778,580.500,576.000,556.500,556.750,570.500,566.500,568.333,549.750,560.556,552.778,543.750,584.500,573,568.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,593.111,568.000,558.333,577.500,571.333,582.583,568.250,569.222,566.000,588.000,562.444,573.444,579.500,574.500,568.750,569.750,580.250,562.250,574.444,572.250,575.778,574.250,567.750,557.750,588.750,575.667,549.750,573.333,564.889,582.250,574.750,594,571.048
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,561.444,562.750,566.111,566.000,572.889,565.750,571.750,569.000,559.250,573.250,560.333,560.111,592.250,554.000,560.500,556.500,566.750,568.000,570.222,571.000,576.778,565.750,555.000,565.000,551.250,567.333,546.000,557.556,561.556,557.000,565.500,593,565.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.000,566.750,571.889,576.000,581.333,584.083,590.000,575.556,573.000,578.750,573.222,585.667,617.750,591.250,564.000,584.250,576.750,585.500,586.222,577.000,591.444,563.750,571.750,575.750,568.250,570.778,569.000,568.667,575.556,592.000,590.250,554,569.190
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.667,563.000,555.889,573.750,570.667,558.417,568.750,560.222,572.000,573.250,558.222,562.000,612.750,567.250,572.500,565.250,561.750,566.000,555.222,567.750,560.000,553.500,569.000,550.500,561.500,567.111,557.000,562.556,561.444,555.000,555.500,547,556.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,581.111,573.250,572.000,589.250,584.667,583.333,594.750,580.667,586.500,582.250,568.222,573.444,625.000,573.250,601.250,563.750,582.750,599.500,594.667,597.250,589.222,577.750,557.500,571.750,572.000,567.000,564.750,567.000,573.889,586.750,581.000,591,572.952
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,569.444,560.000,566.111,569.000,569.889,570.833,570.750,560.222,579.000,567.000,563.778,574.222,584.750,557.750,579.500,575.750,568.250,566.500,571.889,550.750,578.444,562.250,542.000,575.750,553.000,565.778,562.750,551.222,556.222,571.750,564.000,577,561.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,570.778,564.500,583.444,577.250,582.778,582.250,568.250,569.889,563.000,573.750,569.111,572.333,618.750,578.000,579.000,563.750,580.750,573.250,575.444,573.750,578.333,579.250,578.500,574.500,564.750,565.889,548.500,562.556,570.667,588.750,570.750,605,574.048
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,571.222,556.250,561.778,575.500,560.667,558.667,553.750,566.111,574.750,574.500,566.444,565.778,581.750,571.500,566.750,560.250,557.000,570.000,572.889,583.000,564.444,571.000,559.750,556.750,566.500,570.111,543.750,561.556,551.444,560.750,584.000,543,555.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,578.667,555.250,571.111,572.250,584.778,566.667,575.500,574.556,565.250,575.500,568.667,571.778,595.000,568.000,592.500,572.750,588.250,592.000,589.333,564.250,579.667,574.500,554.500,565.750,562.250,570.444,557.750,566.222,556.778,560.000,569.500,551,570.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,572.222,564.000,568.889,569.750,568.111,574.167,565.250,564.222,580.750,568.750,560.889,582.111,598.250,575.750,578.000,554.000,559.250,570.000,577.667,567.250,570.778,565.250,550.500,553.750,564.750,572.222,567.250,552.444,557.667,544.250,574.000,592,556.810
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.667,561.500,556.778,581.000,575.556,563.083,559.000,566.000,572.750,574.500,565.333,572.222,599.000,580.250,560.000,584.750,573.750,562.000,578.222,583.250,572.556,584.750,565.000,559.750,567.250,568.556,555.500,563.889,559.778,553.500,574.000,562,559.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,576.667,576.750,573.444,567.250,577.667,578.583,588.250,568.778,571.000,565.750,572.111,573.667,581.500,597.750,591.250,572.750,577.000,559.250,578.111,557.250,569.000,573.500,553.750,560.000,577.250,580.778,555.250,554.111,567.111,576.500,574.250,567,565.762
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,551.111,557.000,577.000,567.500,563.667,562.500,571.000,555.889,563.000,556.250,571.111,552.889,601.250,556.250,556.000,550.000,564.500,572.000,565.222,567.250,566.222,567.500,550.000,545.250,553.500,568.778,543.250,555.667,558.444,568.500,564.500,557,549.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,576.111,598.250,583.889,588.750,577.667,579.000,599.250,577.222,578.250,581.250,584.222,576.556,621.250,578.500,574.500,565.750,569.500,585.000,594.333,584.000,580.778,565.000,569.500,573.500,580.000,566.556,565.500,572.000,577.222,560.500,586.250,572,577.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.556,557.500,562.778,553.750,555.444,568.333,564.500,566.000,553.250,561.500,564.000,562.333,598.000,576.750,556.750,559.750,562.500,543.750,576.667,560.250,566.444,564.750,568.500,575.750,570.750,560.667,559.000,563.778,555.222,569.750,577.250,599,567.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,586.556,571.750,580.333,578.000,586.222,585.000,576.500,581.667,579.750,588.500,576.000,573.333,590.500,578.000,575.000,591.250,585.750,582.250,590.444,579.000,577.333,580.750,578.250,567.250,588.000,579.333,569.250,585.778,569.556,591.000,589.500,582,575.286
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.222,553.000,557.889,563.750,569.667,573.000,571.250,552.000,557.500,575.500,559.000,567.444,606.500,560.750,564.750,564.250,568.750,553.000,555.333,567.750,572.889,565.500,555.250,547.750,544.750,556.111,542.750,557.111,560.778,556.750,553.250,560,560.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,575.778,562.000,580.222,576.500,578.111,585.417,576.750,569.000,574.250,568.000,572.556,568.444,626.750,582.250,575.750,565.250,574.250,583.000,583.333,575.000,572.222,574.000,556.500,561.250,581.750,573.667,567.500,557.111,563.778,570.000,568.000,585,569.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,556.778,553.250,564.889,573.250,565.333,560.750,571.500,561.111,557.500,571.250,564.556,567.444,590.750,585.750,566.250,575.250,565.750,578.000,571.889,575.500,561.778,566.000,554.500,568.000,561.750,566.333,555.250,567.778,564.444,573.750,567.500,609,564.381
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.778,560.750,571.000,572.000,573.444,569.583,588.750,568.333,569.250,554.000,563.889,563.111,606.000,567.750,559.750,541.500,561.250,573.500,570.889,594.750,566.444,561.750,567.750,566.750,575.250,564.889,549.750,563.333,557.778,562.250,585.750,554,565.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.889,555.000,577.667,563.500,570.667,564.000,573.000,580.778,582.500,563.500,566.778,565.222,589.500,576.000,574.500,572.750,584.750,559.000,569.556,583.750,570.778,550.250,580.500,568.000,570.250,570.444,573.250,561.556,568.778,573.750,580.750,602,570.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,564.889,542.750,574.444,577.750,570.222,573.500,576.500,574.222,577.750,556.250,568.333,557.333,609.750,564.500,560.750,558.500,580.000,574.000,582.556,568.000,570.000,553.250,548.000,549.000,576.000,564.778,563.250,566.111,549.667,575.500,567.250,584,566.048
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.000,573.500,567.889,574.500,580.889,576.667,576.250,568.667,584.000,584.250,576.889,577.111,622.500,594.000,577.500,577.750,580.250,585.250,595.889,595.500,573.444,566.750,586.000,565.250,565.500,575.111,583.500,572.333,573.222,579.250,576.250,605,579.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,559.778,572.750,562.333,568.000,569.000,567.917,573.750,568.333,560.500,567.000,562.778,557.444,586.000,562.250,559.500,549.250,575.000,570.000,576.889,573.250,547.111,546.750,539.500,553.250,572.500,555.556,559.500,557.222,560.333,560.500,556.750,565,557.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,585.111,577.250,587.667,582.000,578.778,584.083,580.750,579.889,568.000,581.250,580.556,578.222,599.250,577.000,568.500,572.250,607.250,584.500,590.444,574.000,585.667,569.250,586.750,573.750,580.750,576.444,563.750,580.667,572.111,572.000,568.750,588,576.810
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,558.111,564.500,562.889,575.250,563.222,565.167,567.750,562.556,555.000,554.500,570.778,560.778,579.750,552.250,558.500,552.000,562.250,572.000,558.778,559.250,569.889,555.500,559.000,566.500,563.500,557.444,545.000,553.111,561.000,554.500,562.250,551,565.048
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,579.444,561.750,584.667,561.250,570.556,578.833,575.750,577.444,577.250,569.500,571.111,578.000,614.250,564.250,563.000,572.750,582.750,572.250,574.333,567.750,570.444,582.250,562.250,557.750,585.500,578.556,569.250,566.111,564.333,563.500,588.000,564,568.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.111,556.250,572.444,573.750,565.889,574.917,574.250,566.444,561.000,580.750,571.667,571.889,583.000,580.250,566.750,554.250,567.250,564.500,572.778,559.750,561.667,567.750,558.000,554.000,569.000,571.778,550.500,555.889,552.667,553.250,565.250,577,565.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,561.111,563.000,572.222,563.750,574.333,574.333,575.250,570.889,561.000,567.000,563.333,571.667,630.500,567.000,576.500,557.750,575.750,561.750,569.778,563.500,558.889,579.750,559.750,583.750,593.000,574.333,577.750,564.778,564.556,572.500,569.750,564,567.619
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,570.444,569.500,577.333,575.750,581.222,577.667,571.500,575.667,568.750,580.750,563.667,572.333,613.500,569.000,596.250,576.000,579.000,573.250,584.333,563.500,583.444,551.500,559.000,546.750,562.500,562.667,566.500,571.444,566.778,576.500,583.500,561,563.429
