Label,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,569.444,571.250,571.222,584.250,571.889,580.250,588.500,561.111,591.000,568.750,571.000,570.333,589.000,565.500,566.750,568.750,571.750,582.000,597.111,588.000,574.333,587.750,553.250,579.250,566.250,571.000,551.250,570.111,570.333,575.750,585.000,572,568.952
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,570.222,569.500,567.000,570.750,571.889,565.833,558.250,548.222,562.750,560.750,567.778,570.111,602.750,580.750,569.500,574.000,558.750,574.000,586.000,561.500,573.222,560.500,550.250,550.500,561.750,564.111,558.250,563.333,561.444,547.250,573.750,575,555.286
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,586.000,601.750,582.778,573.750,571.778,573.333,585.500,576.556,578.000,571.750,579.333,582.222,608.500,566.000,581.500,586.750,578.000,578.500,596.000,571.000,591.333,586.250,570.000,596.000,595.250,568.667,581.500,582.444,590.556,571.500,594.500,576,576.381
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.111,572.250,564.222,563.750,563.444,567.583,568.000,565.889,581.250,560.000,564.889,558.333,609.000,563.750,554.250,559.500,566.000,579.750,584.000,576.750,563.667,565.500,553.250,557.500,556.250,574.556,549.000,561.000,565.667,557.000,569.500,557,562.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,570.889,585.000,577.333,590.000,577.778,582.917,564.500,577.444,567.500,585.500,578.556,581.222,630.500,583.750,589.750,586.750,588.000,581.500,601.556,593.500,598.444,574.250,572.250,577.750,577.000,575.889,601.500,579.333,575.222,575.250,597.250,593,578.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,569.000,576.750,565.889,570.000,563.444,557.667,562.750,574.111,571.250,561.250,570.444,563.778,585.750,571.250,567.750,566.500,554.000,566.250,561.667,566.750,557.889,554.000,558.250,560.750,575.750,563.222,577.500,562.333,564.000,569.500,568.000,561,563.286
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,580.556,574.250,572.333,588.500,573.667,570.083,562.500,571.111,560.500,578.500,574.111,590.889,605.500,579.000,567.000,572.000,571.500,587.750,589.778,574.500,561.333,581.250,574.250,579.500,579.500,591.556,577.000,577.889,571.333,576.000,575.250,574,569.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.111,569.750,563.333,569.500,572.889,575.250,564.250,571.222,568.250,561.750,565.667,577.333,619.750,566.500,581.000,575.250,578.250,570.750,584.778,563.250,570.111,568.750,559.500,581.000,544.500,548.778,573.000,565.333,564.111,570.250,577.250,574,566.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,574.333,575.500,588.444,551.750,573.000,573.417,586.000,563.111,574.500,565.750,565.333,568.667,632.250,568.000,565.250,562.250,590.250,570.000,603.333,585.750,566.333,578.750,575.500,570.500,567.250,571.889,580.250,567.889,572.111,577.000,574.250,606,569.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,560.222,580.750,570.667,574.500,566.778,569.750,585.250,577.333,574.750,573.000,583.667,567.556,611.250,569.500,569.500,567.750,571.000,577.250,590.222,566.000,574.000,575.250,577.000,564.250,580.500,564.111,558.750,572.333,571.778,567.250,573.750,569,570.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,562.778,571.000,571.000,579.750,564.778,572.250,566.500,561.667,563.750,563.750,574.667,561.222,620.000,562.250,579.250,566.250,575.500,559.750,591.000,570.750,561.444,551.500,561.000,555.000,581.750,564.667,561.250,564.556,565.667,558.750,559.250,614,564.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,575.778,585.500,573.222,570.250,569.889,578.083,607.750,571.000,581.500,596.750,582.556,570.222,623.250,574.750,583.250,575.500,567.500,600.500,603.333,580.250,581.000,563.250,575.750,570.750,578.500,572.889,583.250,558.000,592.333,556.500,568.500,568,569.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,563.444,557.250,564.333,556.250,570.333,567.167,571.250,558.000,563.250,568.500,562.333,562.333,614.500,565.500,573.250,563.250,566.250,566.750,588.778,568.750,563.444,557.500,549.500,562.500,549.000,552.333,570.250,554.667,559.444,543.250,562.250,565,557.286
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,590.000,599.500,580.889,583.250,584.778,583.833,580.250,581.222,582.750,577.500,576.333,578.222,630.750,590.500,580.500,582.250,589.250,592.500,603.333,574.000,578.444,591.250,584.750,580.000,577.000,576.111,566.750,571.889,595.444,558.750,563.500,592,585.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,563.111,561.500,569.444,579.750,561.889,572.667,581.250,553.778,579.250,560.750,560.778,558.889,614.750,567.250,558.500,541.250,554.000,556.250,586.222,546.750,560.889,558.750,557.000,549.750,556.750,554.556,557.000,557.111,556.333,567.250,562.000,566,565.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,577.444,589.000,588.111,567.500,592.667,582.000,561.000,580.333,575.750,557.750,595.111,571.222,649.250,595.750,576.250,567.250,564.250,575.500,611.889,583.250,573.667,580.250,572.000,573.750,599.000,569.222,560.000,563.000,583.889,571.250,554.750,566,574.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.889,574.750,564.556,564.000,577.111,563.083,568.000,560.889,567.500,581.500,571.444,557.889,625.750,566.750,570.500,564.250,584.750,564.500,587.333,564.500,570.222,571.500,572.000,557.500,567.000,570.889,550.750,560.889,564.889,567.000,554.000,593,564.286
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,574.667,590.750,583.778,577.750,576.889,582.500,567.750,578.444,570.750,582.250,574.333,582.889,638.750,598.750,581.250,564.750,562.000,562.000,602.889,582.500,575.889,584.500,561.250,577.500,572.750,571.778,581.500,570.333,576.778,588.000,563.000,592,578.619
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,570.444,581.500,562.222,582.000,575.444,572.333,583.750,569.778,560.750,566.000,578.667,564.111,600.250,565.250,562.250,559.750,558.500,559.750,589.556,575.750,570.444,569.750,570.000,553.250,576.250,568.778,568.750,565.889,583.778,565.250,584.500,523,565.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,574.667,574.750,574.556,566.500,576.000,569.417,585.250,564.111,575.500,590.250,571.556,578.667,613.250,574.000,572.500,569.000,579.250,565.000,607.000,575.000,571.000,571.000,559.000,574.250,577.250,564.111,573.500,562.111,563.778,569.750,573.750,541,568.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,574.111,563.250,570.222,562.250,578.667,577.333,577.250,566.111,558.250,558.750,578.000,565.444,617.000,561.500,570.000,560.500,591.500,572.750,589.778,571.750,577.889,574.000,571.250,555.500,579.000,565.778,575.250,573.778,559.889,583.000,568.250,551,570.762
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,558.444,568.500,565.444,567.000,555.778,566.417,571.750,566.444,572.250,569.500,558.111,561.000,588.750,557.000,554.250,554.000,567.250,564.500,580.556,576.750,559.556,562.000,546.000,567.750,559.250,567.444,560.500,561.667,556.667,556.750,572.250,559,562.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,571.889,574.750,575.667,581.500,573.556,581.250,577.750,576.444,574.750,570.750,573.333,565.778,608.500,586.000,584.000,576.500,585.750,569.750,612.778,574.750,585.556,575.750,570.250,576.250,580.000,581.889,579.250,563.889,573.333,579.500,582.000,582,571.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,558.556,552.250,559.667,555.250,563.000,554.167,552.500,551.556,561.250,563.000,553.111,555.444,608.500,582.250,567.250,549.750,546.500,560.250,581.333,566.250,568.444,565.500,559.000,561.000,553.750,554.778,542.000,549.444,549.889,555.000,567.250,560,555.762
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,569.556,595.750,578.333,580.500,577.889,580.167,588.500,585.111,560.750,586.750,572.778,573.889,642.500,586.250,580.000,581.500,557.000,573.750,596.333,576.500,573.889,577.750,567.500,586.000,572.000,566.111,573.500,579.667,579.889,576.250,582.500,605,577.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,561.111,566.000,569.333,551.750,562.778,567.500,560.500,562.667,566.750,567.500,560.444,560.889,632.250,577.500,572.500,548.500,573.250,559.750,589.111,585.000,560.111,566.750,554.750,554.250,574.000,564.444,559.000,559.111,555.222,563.250,563.500,555,555.952
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,576.889,591.000,583.000,558.000,579.556,587.250,597.750,583.444,579.500,581.000,584.333,582.556,672.500,578.250,583.250,584.000,566.000,584.250,590.667,593.250,578.222,578.750,567.000,571.500,596.250,567.556,572.250,573.111,582.778,557.500,599.500,579,575.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,574.667,571.250,562.778,577.500,575.333,574.250,565.500,564.000,566.750,562.500,562.111,573.333,628.250,575.500,588.250,565.750,567.000,561.250,573.778,561.000,567.778,574.750,556.500,563.500,565.500,554.222,558.000,554.778,564.333,538.750,578.750,562,559.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,581.111,597.500,577.222,588.250,564.778,577.333,551.250,574.556,555.250,579.750,580.444,565.444,633.250,577.250,574.750,577.750,570.750,571.500,587.333,577.250,573.444,572.750,564.750,569.250,588.250,588.556,565.750,558.889,572.000,576.750,572.000,589,575.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,557.000,570.500,569.778,588.500,564.222,582.500,566.250,561.667,576.250,580.500,568.889,573.222,614.500,583.000,573.750,582.500,569.250,570.750,579.444,553.250,573.889,571.000,572.750,597.250,575.250,562.778,553.500,572.222,574.778,562.500,574.250,580,560.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.889,548.750,568.000,563.250,566.000,561.750,574.500,567.333,574.750,555.250,568.000,573.778,597.750,561.000,582.500,576.250,564.750,568.500,576.778,574.250,566.333,558.500,560.250,567.500,565.000,555.444,556.500,558.000,549.556,569.500,561.500,569,566.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.444,567.750,573.444,590.750,590.333,576.917,568.000,583.556,582.250,573.750,563.889,574.667,627.250,582.750,570.750,581.750,572.500,577.000,586.667,573.500,577.889,580.500,564.500,589.500,570.500,561.778,570.000,565.778,565.889,578.000,591.250,572,574.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,570.111,555.000,561.222,567.250,569.778,570.500,568.250,558.000,568.000,584.000,569.222,558.222,620.750,569.500,572.750,554.750,574.250,571.500,586.222,576.750,577.889,566.250,548.250,566.250,550.750,567.111,567.250,569.000,554.000,550.750,565.750,580,569.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,570.333,584.500,572.222,572.250,585.556,577.167,582.500,579.556,578.250,603.250,572.556,572.000,614.250,588.000,567.250,585.500,583.500,587.750,606.556,569.750,566.444,594.750,565.750,574.500,580.000,564.333,587.750,565.111,581.111,576.250,582.000,583,575.381
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,555.667,569.750,564.778,578.000,559.667,569.250,560.500,554.667,562.500,567.500,564.444,565.333,612.000,556.750,561.500,552.250,557.500,559.750,596.000,574.500,552.667,571.500,562.250,557.250,563.000,559.111,578.500,550.333,566.111,558.000,563.250,568,558.619
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,580.111,580.500,572.222,568.750,578.889,590.000,576.750,573.889,588.250,570.250,569.444,580.889,638.500,565.500,577.500,575.250,597.500,566.750,575.222,584.750,563.000,579.750,571.250,563.750,573.750,576.444,559.250,567.444,578.111,560.750,611.750,570,577.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,567.000,568.250,566.667,560.000,574.667,565.333,577.750,564.444,574.500,564.750,561.333,581.556,609.500,585.250,570.750,566.000,564.000,570.500,571.444,569.750,557.222,572.750,574.000,559.250,557.250,567.556,539.000,568.556,562.889,571.000,576.250,546,567.048
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,576.556,565.000,570.222,572.750,569.222,581.167,580.750,574.111,583.500,575.750,571.667,585.778,628.750,567.250,574.500,564.500,565.500,566.500,596.667,579.000,582.778,578.750,575.000,560.750,581.750,580.444,576.250,571.222,567.778,592.000,586.250,617,574.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,586.556,578.000,569.111,558.000,568.444,570.000,577.250,571.111,589.500,570.250,573.111,574.222,607.000,579.750,580.750,562.500,581.750,570.000,583.444,563.500,573.222,559.000,576.750,561.250,580.000,566.667,560.000,582.667,574.778,566.500,583.250,570,575.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,564.444,587.000,571.000,583.250,572.889,570.083,575.500,566.000,579.500,563.500,562.778,564.556,597.500,565.750,581.000,556.750,578.000,560.000,590.333,572.500,575.556,569.750,564.750,574.000,575.000,565.889,552.000,560.000,574.444,561.500,583.500,577,565.000
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,580.556,579.500,580.889,569.250,581.111,572.417,576.750,569.889,569.000,584.000,564.556,566.778,645.000,570.750,561.000,569.250,563.000,574.750,578.333,600.500,575.778,573.500,571.500,583.500,560.500,588.222,570.750,579.556,567.333,572.250,559.500,602,569.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,567.222,570.500,561.556,564.750,553.111,557.667,570.000,560.889,563.750,568.500,563.556,555.556,586.000,574.750,550.750,551.500,571.500,577.250,586.889,578.750,558.667,581.250,569.250,551.250,553.750,566.111,551.750,549.778,564.111,555.000,571.000,582,560.381
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,587.000,598.500,582.000,567.750,580.556,581.250,589.250,593.111,562.750,600.000,574.444,580.889,645.000,576.000,571.000,568.250,588.250,571.000,604.222,581.250,577.778,570.250,582.000,589.000,578.750,572.111,582.250,562.222,592.556,574.750,582.250,588,569.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.667,579.500,571.667,569.250,562.333,562.583,557.000,565.333,573.250,555.500,566.778,561.444,610.000,546.750,564.750,565.500,568.750,560.750,569.667,572.000,566.111,566.750,570.500,556.500,561.000,573.889,556.250,560.556,569.000,558.000,549.500,603,558.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,598.111,583.500,591.444,586.500,586.000,582.500,572.000,585.111,588.000,566.000,579.222,575.667,655.250,559.250,591.250,570.500,586.500,572.750,582.111,582.000,570.222,559.250,557.750,566.000,568.500,571.333,554.750,565.444,577.778,558.000,585.250,568,576.190
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,557.000,564.250,564.111,556.500,563.222,565.083,556.500,556.333,573.250,576.500,555.111,565.667,625.000,553.250,566.000,556.000,561.750,553.750,577.000,564.250,560.778,556.000,539.000,568.750,568.750,564.778,583.250,573.444,558.556,559.250,570.000,552,562.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,574.556,573.250,586.000,580.000,578.000,575.167,571.250,584.444,573.500,562.250,567.778,580.000,620.250,565.250,590.750,557.750,593.250,575.250,583.667,593.750,571.778,582.750,561.250,557.500,568.500,566.889,571.500,558.556,563.889,572.500,582.500,585,574.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,574.444,587.500,570.667,572.250,567.778,570.000,567.000,568.444,576.500,577.000,568.889,566.444,604.750,579.000,570.500,578.750,561.750,563.750,578.667,579.750,577.889,577.250,572.000,571.750,573.000,564.444,566.500,565.000,572.667,567.250,570.250,538,572.619
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,558.000,570.750,583.333,569.000,568.556,566.667,571.000,561.000,562.000,562.000,564.333,567.889,625.500,572.750,574.750,554.750,564.500,584.500,577.111,571.000,568.000,582.750,577.000,559.250,568.250,560.556,571.500,553.444,561.111,573.000,567.250,556,564.238
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,586.889,570.250,575.000,576.000,568.556,582.833,583.500,573.889,575.750,577.250,567.333,567.667,630.750,572.500,577.500,568.500,575.250,578.250,577.556,571.000,577.667,601.000,576.500,571.250,567.250,572.222,577.750,563.667,562.444,561.000,555.750,570,569.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,570.000,578.750,564.444,572.750,565.778,570.417,550.500,574.000,580.500,545.250,556.778,563.000,611.500,551.250,581.000,562.500,553.500,579.500,587.333,557.500,556.444,566.500,578.750,550.750,587.000,549.778,557.750,553.667,567.000,538.750,584.500,589,569.048
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,576.778,577.500,582.444,585.750,574.556,581.417,585.500,590.111,584.750,591.000,578.444,577.667,628.750,567.750,583.750,569.500,575.000,580.750,615.222,579.250,570.000,588.500,559.500,568.250,581.750,577.333,569.500,561.333,570.000,582.250,593.500,579,575.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,558.889,574.750,570.556,561.250,553.667,573.167,555.750,567.111,556.000,567.500,566.333,556.000,633.500,580.500,593.250,569.500,556.250,564.500,575.333,559.250,567.111,563.000,554.500,552.250,569.500,553.444,544.500,564.111,564.000,545.250,568.500,563,562.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,584.889,594.500,580.444,592.750,576.222,586.250,584.500,576.778,571.500,588.000,575.778,565.333,640.250,591.750,587.000,574.250,588.500,590.750,597.000,591.500,576.889,577.500,570.750,577.250,581.000,584.111,574.500,562.333,573.778,586.750,583.500,560,586.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.000,582.250,562.778,579.000,572.778,573.417,563.500,566.556,581.000,557.250,559.222,568.556,613.750,552.750,564.250,540.000,563.750,573.750,577.333,558.000,569.000,582.500,566.500,542.500,561.000,567.222,572.000,568.778,563.889,556.750,556.750,563,561.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,585.222,580.000,576.556,576.250,579.667,573.500,563.750,567.778,583.250,598.750,573.444,565.556,609.750,582.250,587.000,566.500,584.750,565.750,602.444,579.250,561.667,569.250,575.000,573.250,580.500,572.889,569.000,568.222,570.222,577.750,575.250,579,576.952
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.889,582.000,580.000,561.250,576.778,572.000,562.500,569.778,567.500,569.250,565.333,565.111,598.250,554.500,570.500,561.500,575.000,563.500,574.778,590.250,571.333,546.500,553.250,560.000,584.250,574.778,557.500,559.333,569.111,559.750,558.250,569,570.810
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,569.667,582.000,569.444,584.250,565.667,574.250,594.250,564.444,569.500,581.750,567.667,576.778,625.250,571.750,566.000,569.750,574.500,567.000,583.889,605.000,565.778,577.000,562.500,572.000,571.500,574.667,565.500,565.889,575.889,559.000,571.750,569,569.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,581.778,581.000,571.889,572.750,573.444,576.833,592.250,564.333,573.250,595.000,560.111,561.667,614.500,558.250,563.000,591.000,568.750,583.000,602.111,566.750,571.111,575.750,574.250,582.750,576.000,569.556,554.250,560.556,575.111,566.500,571.500,567,564.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,569.889,561.750,561.111,572.250,566.889,570.917,583.500,567.111,574.750,579.750,566.778,564.444,629.250,563.500,562.000,558.000,573.000,593.750,609.444,566.750,574.333,575.750,564.000,577.500,572.250,573.667,560.250,571.889,569.333,561.000,569.750,560,565.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,578.889,584.750,578.000,584.250,584.889,567.750,580.000,575.111,579.000,559.250,576.333,578.222,629.250,576.250,592.750,568.250,577.000,574.000,595.111,574.000,575.111,584.750,573.500,574.250,582.500,570.111,563.000,564.333,576.778,565.750,593.000,590,564.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,558.444,562.000,559.222,553.750,570.556,566.250,553.000,561.000,568.750,553.750,560.444,557.222,603.250,561.750,577.750,568.500,549.750,558.250,575.556,571.500,562.889,567.000,546.750,560.000,572.750,572.444,539.000,547.889,557.444,559.250,560.000,579,554.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,581.444,603.000,578.222,572.000,592.889,576.417,554.500,571.444,562.000,574.750,581.667,575.333,628.500,582.250,586.000,565.000,581.250,581.750,583.444,563.250,585.556,568.500,560.750,567.250,572.500,586.222,573.750,574.222,585.556,576.500,574.500,595,578.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,567.333,569.000,551.667,572.250,566.111,571.833,581.750,559.222,579.750,563.000,566.889,556.667,619.250,555.750,553.000,557.000,567.250,558.250,592.111,571.000,564.778,566.500,571.250,564.750,564.500,567.111,547.000,555.000,573.333,555.500,568.500,579,572.667
